num
200
40
40
80
40
40
80
40
40
40
40
40
40
40
40
40
100
40
40
40
40
40
40
300
40
180
80
80
80
40
120
100
100
40
80
40
40
40
0
1
40
40
40
40
40
40
40
40
40
40
40
40
72
40
40
40
40
40
40
40
40
40
40
40
40
80
40
40
80
34
80
80
40
180
80
40
40
40
200
40
40
40
40
100
120
40
40
40
40
40
40
40
120
40
40
40
40
21
35
80
40
40
40
40
40
40
40
195
39
40
133
40
180
40
80
40
40
40
40
40
40
40
80
100
40
320
120
40
40
40
40
40
80
40
180
40
80
40
80
80
80
40
80
40
40
40
80
40
100
80
40
100
40
40
40
40
100
100
40
40
100
32
80
40
120
80
40
40
40
80
120
40
40
43
120
40
40
40
40
40
40
40
120
40
40
40
40
80
40
40
40
40
40
40
40
40
40
40
100
120
40
40
40
40
80
40
40
40
40
40
40
40
40
80
40
40
40
40
40
100
40
99
100
40
40
40
40
40
40
40
40
100
160
40
40
40
40
100
80
40
40
40
40
100
40
40
40
40
100
40
40
40
40
40
40
40
40
40
80
40
80
40
200
80
40
40
40
40
80
220
80
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
120
320
120
40
40
40
40
40
40
40
40
40
40
40
80
40
40
40
40
260
80
40
40
40
39
100
40
40
40
40
40
40
40
40
80
40
40
40
40
40
40
100
80
40
320
80
40
40
40
40
40
40
100
80
40
120
40
40
40
40
40
33
40
40
38
40
40
40
40
40
40
80
40
40
40
40
40
80
40
79
140
38
200
260
200
200
40
40
40
40
120
40
120
40
80
80
120
80
240
180
40
40
40
40
40
40
80
40
100
40
40
40
80
40
40
40
40
40
40
80
100
40
40
40
40
40
80
40
40
40
40
40
40
40
120
40
40
40
40
40
40
40
40
120
80
40
40
80
40
40
80
40
40
40
40
40
40
40
40
40
40
179
180
180
40
40
40
40
40
80
40
40
40
40
40
40
40
100
40
40
140
40
40
40
140
40
58
80
40
40
40
40
69
40
40
40
40
40
40
40
140
40
40
40
40
40
40
40
80
80
40
100
80
100
40
40
120
40
100
40
80
40
40
80
40
40
100
120
40
40
40
100
80
40
40
40
120
40
40
40
240
100
40
100
40
40
40
180
40
40
40
100
40
40
40
40
120
40
40
40
40
40
40
80
33
38
40
40
40
40
40
40
31
40
80
40
40
138
100
100
40
40
40
40
80
100
40
40
40
40
40
40
80
80
40
40
80
40
40
40
120
39
40
40
40
80
40
39
100
40
40
40
40
38
80
40
40
40
40
100
40
100
40
100
100
40
30
40
140
40
40
80
31
40
40
80
40
100
40
40
39
240
40
40
80
40
40
80
240
120
140
100
30
31
40
38
40
32
40
40
90
40
40
40
40
40
40
40
40
40
40
80
80
40
40
40
40
40
80
40
40
40
80
40
40
40
40
40
180
40
80
80
40
80
40
40
40
40
40
40
40
120
40
40
160
40
40
40
120
100
40
40
40
40
40
40
80
40
33
80
120
80
40
40
40
40
40
80
40
140
40
40
40
40
120
100
100
40
40
40
40
40
140
40
40
120
40
80
80
40
40
40
220
40
80
40
120
40
80
80
80
40
40
40
40
40
40
40
40
40
40
40
40
40
40
100
40
40
40
80
100
40
40
80
78
180
40
80
80
40
40
40
80
40
39
40
40
33
120
40
34
40
40
40
220
40
80
40
40
46
80
40
40
40
40
100
80
40
100
40
40
40
40
120
40
100
40
40
80
40
40
80
80
80
40
40
40
40
40
40
40
40
40
40
40
39
40
40
40
80
40
80
40
40
40
100
140
100
40
40
40
40
40
40
40
40
40
33
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
180
40
40
40
40
40
89
40
40
140
240
40
40
80
78
40
80
40
40
40
40
40
80
58
40
40
40
40
40
40
80
40
40
80
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
80
40
40
80
80
80
40
67
120
80
120
80
120
40
40
40
40
120
120
120
80
120
220
40
40
40
40
40
40
80
127
40
80
40
220
80
40
40
40
120
80
40
120
40
40
40
40
120
40
40
40
40
40
80
40
40
40
40
40
120
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
100
40
220
40
40
40
40
40
40
80
40
97
80
80
140
40
40
300
40
66
100
80
40
40
40
40
40
80
40
40
40
40
40
220
80
120
80
80
40
40
40
40
80
40
40
40
100
40
40
40
40
40
40
80
40
40
40
76
80
40
40
80
80
80
180
40
80
40
40
40
40
59
