price,kind,sqft,bed,bath,rating,internet,air-conditioning,television,Satellite/Cable,heater,washing machine,elevator,kitchen,hot tub,fitness room,concierge,parking
149.0,0.0,0.2777777777777778,1.0,1.0,0.9666667,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
150.0,0.0,0.1111111111111111,1.0,1.0,0.95164834,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.2222222222222222,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
98.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
195.0,0.0,0.1111111111111111,2.0,2.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
215.0,0.0,0.05555555555555555,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129.0,0.0,0.05555555555555555,1.0,1.0,0.9333333,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
521.0,1.0,0.16666666666666666,3.0,3.0,0.9764706,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
163.0,0.0,0.05555555555555555,1.0,1.0,0.83076926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
130.0,0.0,0.16666666666666666,2.0,2.0,0.9446154,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,0.0,0.1111111111111111,2.0,2.0,0.9441860000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
399.0,4.0,0.16666666666666666,1.0,1.0,0.9384615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
74.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
271.0,0.0,0.1111111111111111,2.0,2.0,0.879518,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
171.0,0.0,0.1111111111111111,1.0,1.0,0.8969697,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
711.0,0.0,0.2222222222222222,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
145.0,0.0,0.16666666666666666,2.0,2.0,0.64,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
199.0,0.0,0.16666666666666666,2.0,2.0,0.95555554,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
232.0,0.0,0.05555555555555555,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
250.0,0.0,0.16666666666666666,1.0,1.0,0.96111106,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
400.0,4.0,0.2222222222222222,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
180.0,4.0,0.1111111111111111,1.0,1.0,0.94,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
522.0,0.0,0.2222222222222222,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
150.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
340.0,0.0,0.16666666666666666,2.0,2.0,0.9875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
81.0,0.0,0.16666666666666666,3.0,3.0,0.7714286,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
221.0,0.0,0.1111111111111111,1.0,1.0,0.86,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
200.0,0.0,0.1111111111111111,1.0,1.0,0.9666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
70.0,0.0,0.05555555555555555,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
159.0,0.0,0.0,1.0,1.0,0.8400000000000001,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
575.0,0.0,0.3333333333333333,2.0,2.0,0.98536586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
160.0,1.0,0.16666666666666666,3.0,3.0,0.9666667,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
279.0,0.0,0.05555555555555555,1.0,1.0,0.9448276,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
349.0,0.0,0.2777777777777778,4.0,4.0,0.9826087,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
279.0,0.0,0.1111111111111111,1.0,1.0,0.9609755999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
184.0,4.0,0.05555555555555555,1.0,1.0,0.9733334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
230.0,0.0,0.2222222222222222,2.0,2.0,0.93631286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
134.0,0.0,0.1111111111111111,1.0,1.0,0.9733334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
126.0,0.0,0.1111111111111111,2.0,2.0,0.90649348,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
243.0,0.0,0.1111111111111111,2.0,2.0,0.9545455,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
223.0,0.0,0.1111111111111111,2.0,2.0,0.9941175999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
200.0,0.0,0.05555555555555555,1.0,1.0,0.9432432,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
333.0,0.0,0.2222222222222222,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
350.0,0.0,0.1111111111111111,2.0,2.0,0.96756754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
75.0,0.0,0.2222222222222222,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
350.0,4.0,0.1111111111111111,1.0,1.0,0.9714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
84.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
400.0,0.0,0.1111111111111111,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125.0,0.0,0.1111111111111111,1.0,1.0,0.9428572,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
163.0,0.0,0.0,1.0,1.0,0.8883721400000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
188.0,0.0,0.16666666666666666,2.0,2.0,0.924138,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
170.0,0.0,0.1111111111111111,2.0,2.0,0.967742,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
575.0,4.0,0.16666666666666666,2.0,2.0,0.9714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
190.0,0.0,0.1111111111111111,2.0,2.0,0.9567568000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
350.0,0.0,0.1111111111111111,1.0,1.0,0.99384614,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
129.0,1.0,0.05555555555555555,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
90.0,0.0,0.1111111111111111,1.0,1.0,0.97288132,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
186.0,0.0,0.1111111111111111,1.0,1.0,0.90769234,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
155.0,0.0,0.2222222222222222,2.0,2.0,0.975,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
367.0,0.0,0.2777777777777778,2.0,2.0,0.94067792,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
164.0,3.0,0.05555555555555555,1.0,1.0,0.9391304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
275.0,0.0,0.16666666666666666,2.0,2.0,0.9777778,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
207.0,0.0,0.1111111111111111,2.0,2.0,0.8666666999999999,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
370.0,1.0,0.16666666666666666,3.0,3.0,0.95,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161.0,0.0,0.1111111111111111,2.0,2.0,0.95,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
160.0,0.0,0.1111111111111111,2.0,2.0,0.8875,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107.0,0.0,0.05555555555555555,1.0,1.0,0.8833333000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
275.0,4.0,0.1111111111111111,1.0,1.0,0.9964912,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
229.0,0.0,0.2222222222222222,1.0,1.0,0.9886792,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
175.0,0.0,0.1111111111111111,1.0,1.0,0.9833333000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
221.0,0.0,0.16666666666666666,2.0,2.0,0.9964912,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
338.0,4.0,0.2222222222222222,4.0,4.0,0.94,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
150.0,0.0,0.1111111111111111,2.0,2.0,0.94,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,0.0,0.05555555555555555,2.0,2.0,0.88823528,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103.0,0.0,0.1111111111111111,2.0,2.0,0.74693876,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
150.0,0.0,0.1111111111111111,1.0,1.0,0.7923077199999999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139.0,0.0,0.05555555555555555,1.0,1.0,0.9929203999999999,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
140.0,0.0,0.16666666666666666,3.0,3.0,0.975,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
139.0,0.0,0.05555555555555555,1.0,1.0,0.8769230800000001,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
110.0,0.0,0.1111111111111111,1.0,1.0,0.96923074,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
152.0,0.0,0.1111111111111111,2.0,2.0,0.9463414000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
350.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
127.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
150.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108.0,0.0,0.16666666666666666,1.0,1.0,0.97307692,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
625.0,0.0,0.4444444444444444,5.0,5.0,0.97380952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
112.0,0.0,0.1111111111111111,2.0,2.0,0.8769230800000001,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
214.0,0.0,0.16666666666666666,2.0,2.0,0.9756098,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
500.0,0.0,0.6111111111111112,4.0,4.0,0.9735294,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
473.0,0.0,0.16666666666666666,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
312.0,0.0,0.16666666666666666,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
178.0,0.0,0.05555555555555555,1.0,1.0,0.75714288,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
260.0,0.0,0.05555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
598.0,0.0,0.1111111111111111,2.0,2.0,0.8800000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
170.0,0.0,0.05555555555555555,1.0,1.0,0.74545454,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
268.0,0.0,0.1111111111111111,1.0,1.0,0.95348834,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
459.0,0.0,0.16666666666666666,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
253.0,0.0,0.1111111111111111,2.0,2.0,0.9575758,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
254.0,1.0,0.2222222222222222,3.0,3.0,0.924,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224.0,0.0,0.05555555555555555,1.0,1.0,0.9333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
350.0,4.0,0.1111111111111111,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
473.0,4.0,0.2222222222222222,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
437.0,0.0,0.1111111111111111,3.0,3.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
179.0,0.0,0.1111111111111111,1.0,1.0,0.98795186,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
199.0,5.0,0.0,1.0,1.0,0.9142858,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
90.0,1.0,0.16666666666666666,3.0,3.0,0.8,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
